payment_date,client_id,invoice_number,billing_entity,ar_account,currency,exchange_rate,amount,account,Location,transtype,comment,Card Reference,reasoncode,sepaprovider,invoice #,payment #,Memo
15/09/2025,18016,18016-DDI00088,Ndevor Systems Ltd : Phorest Canada,11010 Accounts Receivable : Trade Debtors,CAD,1,465.64,10150 Bank : CIBC Current Account 9066314,Canada,CARDSUCCESS,MATCHED - Stripe ID: ch_3S7eqSGNUfzD46Hm0mptg62D,,2,,CPMT: 18016-DDI00088,CPMT: 18016-DDI00088-15/09/2025,MISC PAYMENT STRIPE
15/09/2025,18777,18777-DDI00092,Ndevor Systems Ltd : Phorest Canada,11010 Accounts Receivable : Trade Debtors,CAD,1,383.04,10150 Bank : CIBC Current Account 9066314,Canada,CARDSUCCESS,MATCHED - Stripe ID: ch_3S7eqUGNUfzD46Hm1aWmGmJT,,2,,CPMT: 18777-DDI00092,CPMT: 18777-DDI00092-15/09/2025,MISC PAYMENT STRIPE
15/09/2025,19079,19079-DDI00083,Ndevor Systems Ltd : Phorest Canada,11010 Accounts Receivable : Trade Debtors,CAD,1,274.11,10150 Bank : CIBC Current Account 9066314,Canada,CARDSUCCESS,MATCHED - Stripe ID: ch_3S7eqWGNUfzD46Hm0HeF0TJj,,2,,CPMT: 19079-DDI00083,CPMT: 19079-DDI00083-15/09/2025,MISC PAYMENT STRIPE
15/09/2025,19136,19136-DDI00085,Ndevor Systems Ltd : Phorest Canada,11010 Accounts Receivable : Trade Debtors,CAD,1,157.64,10150 Bank : CIBC Current Account 9066314,Canada,CARDSUCCESS,MATCHED - Stripe ID: ch_3S7eqZGNUfzD46Hm0v7cAqyC,,2,,CPMT: 19136-DDI00085,CPMT: 19136-DDI00085-15/09/2025,MISC PAYMENT STRIPE
15/09/2025,19456,19456-DDI00106,Ndevor Systems Ltd : Phorest Canada,11010 Accounts Receivable : Trade Debtors,CAD,1,608.16,10150 Bank : CIBC Current Account 9066314,Canada,CARDSUCCESS,MATCHED - Stripe ID: ch_3S7eqbGNUfzD46Hm1qokWmuT,,2,,CPMT: 19456-DDI00106,CPMT: 19456-DDI00106-15/09/2025,MISC PAYMENT STRIPE
15/09/2025,19772,19772-DDI00113,Ndevor Systems Ltd : Phorest Canada,11010 Accounts Receivable : Trade Debtors,CAD,1,204.42,10150 Bank : CIBC Current Account 9066314,Canada,CARDSUCCESS,MATCHED - Stripe ID: ch_3S7eqdGNUfzD46Hm11SxLMwh,,2,,CPMT: 19772-DDI00113,CPMT: 19772-DDI00113-15/09/2025,MISC PAYMENT STRIPE
15/09/2025,20377,20377-DDI00086,Ndevor Systems Ltd : Phorest Canada,11010 Accounts Receivable : Trade Debtors,CAD,1,127.68,10150 Bank : CIBC Current Account 9066314,Canada,CARDSUCCESS,MATCHED - Stripe ID: ch_3S7eqiGNUfzD46Hm1d7dfeSW,,2,,CPMT: 20377-DDI00086,CPMT: 20377-DDI00086-15/09/2025,MISC PAYMENT STRIPE
15/09/2025,20542,20542-DDI00081,Ndevor Systems Ltd : Phorest Canada,11010 Accounts Receivable : Trade Debtors,CAD,1,129.43,10150 Bank : CIBC Current Account 9066314,Canada,CARDSUCCESS,MATCHED - Stripe ID: ch_3S7eqkGNUfzD46Hm0PgcSzLh,,2,,CPMT: 20542-DDI00081,CPMT: 20542-DDI00081-15/09/2025,MISC PAYMENT STRIPE
15/09/2025,20770,20770-DDI00082,Ndevor Systems Ltd : Phorest Canada,11010 Accounts Receivable : Trade Debtors,CAD,1,128.82,10150 Bank : CIBC Current Account 9066314,Canada,CARDSUCCESS,MATCHED - Stripe ID: ch_3S7eqnGNUfzD46Hm1qrGE7Rn,,2,,CPMT: 20770-DDI00082,CPMT: 20770-DDI00082-15/09/2025,MISC PAYMENT STRIPE
15/09/2025,21161,21161-DDI00092,Ndevor Systems Ltd : Phorest Canada,11010 Accounts Receivable : Trade Debtors,CAD,1,322.12,10150 Bank : CIBC Current Account 9066314,Canada,CARDSUCCESS,MATCHED - Stripe ID: ch_3S7eqpGNUfzD46Hm1TzhKfjU,,2,,CPMT: 21161-DDI00092,CPMT: 21161-DDI00092-15/09/2025,MISC PAYMENT STRIPE
15/09/2025,21501,21501-DDI00083,Ndevor Systems Ltd : Phorest Canada,11010 Accounts Receivable : Trade Debtors,CAD,1,332.64,10150 Bank : CIBC Current Account 9066314,Canada,CARDSUCCESS,MATCHED - Stripe ID: ch_3S7eqsGNUfzD46Hm0BncbvUL,,2,,CPMT: 21501-DDI00083,CPMT: 21501-DDI00083-15/09/2025,MISC PAYMENT STRIPE
15/09/2025,21988,21988-DDI00082,Ndevor Systems Ltd : Phorest Canada,11010 Accounts Receivable : Trade Debtors,CAD,1,359.1,10150 Bank : CIBC Current Account 9066314,Canada,CARDSUCCESS,MATCHED - Stripe ID: ch_3S7eqvGNUfzD46Hm0WXLesAx,,2,,CPMT: 21988-DDI00082,CPMT: 21988-DDI00082-15/09/2025,MISC PAYMENT STRIPE
15/09/2025,22636,22636-DDI00089,Ndevor Systems Ltd : Phorest Canada,11010 Accounts Receivable : Trade Debtors,CAD,1,364.54,10150 Bank : CIBC Current Account 9066314,Canada,CARDSUCCESS,MATCHED - Stripe ID: ch_3S7er0GNUfzD46Hm1t3xMAHv,,2,,CPMT: 22636-DDI00089,CPMT: 22636-DDI00089-15/09/2025,MISC PAYMENT STRIPE
15/09/2025,23090,23090-DDI00081,Ndevor Systems Ltd : Phorest Canada,11010 Accounts Receivable : Trade Debtors,CAD,1,386.46,10150 Bank : CIBC Current Account 9066314,Canada,CARDSUCCESS,MATCHED - Stripe ID: ch_3S7er2GNUfzD46Hm1I4BhjqH,,2,,CPMT: 23090-DDI00081,CPMT: 23090-DDI00081-15/09/2025,MISC PAYMENT STRIPE
15/09/2025,23562,23562-DDI00105,Ndevor Systems Ltd : Phorest Canada,11010 Accounts Receivable : Trade Debtors,CAD,1,359.1,10150 Bank : CIBC Current Account 9066314,Canada,CARDSUCCESS,MATCHED - Stripe ID: ch_3S7er7GNUfzD46Hm1YhVoJTV,,2,,CPMT: 23562-DDI00105,CPMT: 23562-DDI00105-15/09/2025,MISC PAYMENT STRIPE
15/09/2025,23629,23629-DDI00079,Ndevor Systems Ltd : Phorest Canada,11010 Accounts Receivable : Trade Debtors,CAD,1,235.2,10150 Bank : CIBC Current Account 9066314,Canada,CARDSUCCESS,MATCHED - Stripe ID: ch_3S7er9GNUfzD46Hm101vbD0Q,,2,,CPMT: 23629-DDI00079,CPMT: 23629-DDI00079-15/09/2025,MISC PAYMENT STRIPE
